species,population,plant_height_cm,corolla_area_mm2,spur_length_mm,first_flower_day,flowers,fruits,mean_fruit_mass_mg
conopsea,melosa,27.8,164.706,16.96,171,32,17,14.27
conopsea,melosa,24.5,98.9824,12.96,166,43,36,9.8466666669999992
conopsea,melosa,17.5,109.1076,16.37,162,19,9,11.59021166
conopsea,melosa,20.9,91.6864,12.83,163,43,24,12.074935480000001
conopsea,melosa,11.5,114.2946,15.97,175,6,2,9.2099216629999994
conopsea,melosa,19.5,132.2959,14.48,175,26,19,14.77333333
conopsea,melosa,13.5,89.9712,12.28,174,40,13,6.0866666670000003
conopsea,melosa,17.9,91.0175,15.49,162,23,3,11.02638904
conopsea,melosa,9.9,87.048,14.27,172,18,14,9.8733333329999997
conopsea,melosa,17,104.9664,15.11,174,16,12,6.9766666669999999
conopsea,melosa,25.4,102.0162,16.16,171,36,35,11.380451170000001
conopsea,melosa,18.4,119.2836,11.44,172,23,5,7.6710665430000002
conopsea,melosa,15.7,109.1944,15.06,175,34,28,9.5633333329999992
conopsea,melosa,30.4,151.2108,18.54,170,45,38,14.553333329999999
conopsea,melosa,21.5,162.3005,15.64,174,44,42,11.74666667
conopsea,melosa,26,99.6723,18.17,173,36,31,6.7233333330000002
conopsea,melosa,18.3,104.8192,16.76,171,46,15,17.266666669999999
conopsea,melosa,26.4,134.6028,15.88,173,32,26,11.14666667
conopsea,melosa,22.5,131.9672,12.63,168,16,9,20.600203919999998
conopsea,melosa,18.4,116.16,14.01,174,30,12,7.403333333
conopsea,melosa,25,113.1123,17.17,175,43,32,8.8666666670000005
conopsea,melosa,19.5,69.759,14.27,167,21,13,9.9049999999999994
conopsea,melosa,17,109.5616,12.04,170,37,31,7.09
conopsea,melosa,31,92.8309,11.96,159,49,30,13.51093972
conopsea,melosa,17.9,112.4254,15.13,161,39,27,13.0786891
conopsea,melosa,21.2,110.39,13.6,170,35,20,5.4766666669999999
conopsea,melosa,19.5,180.6624,13.55,164,36,29,19.86120537
conopsea,melosa,20.2,89.806,11.19,163,32,18,13.4370218
conopsea,melosa,23.9,145.522,13.63,164,46,37,17.044807909999999
conopsea,melosa,21.8,99.314,16.61,163,35,33,9.2766666670000006
conopsea,melosa,17.6,94.329,15.95,170,37,32,13.17
conopsea,melosa,22.5,106.352,15.13,161,28,19,11.898974519999999
conopsea,melosa,19.3,94.4229,16.4,161,12,4,10.45173073
conopsea,melosa,19.3,146.3751,13.56,168,28,0,NA
conopsea,melosa,17.3,152.2872,19.59,166,28,27,11.973333330000001
conopsea,melosa,20.5,101.4429,16.12,170,52,47,12.893333330000001
conopsea,melosa,16.9,89.6336,15.15,172,23,18,10.590835289999999
conopsea,melosa,18.3,88.57,12.57,159,20,19,9.5221279590000005
conopsea,melosa,24.1,140.9184,15.25,165,22,19,10.653333330000001
conopsea,melosa,16.6,110.8905,15.37,167,31,23,8.92
conopsea,melosa,27.2,146.952,17.96,158,29,21,10.36326326
conopsea,melosa,21,155.9332,15.62,160,36,27,14.44991767
conopsea,melosa,20.2,79.344,16.34,173,23,20,5.5333333329999999
conopsea,melosa,21.2,90.6516,14.59,168,33,19,12.78333333
conopsea,melosa,19.6,116.5106,14.61,172,46,31,13.00333333
conopsea,melosa,20,97.3845,16.11,171,45,40,8.193333333
conopsea,melosa,27.8,126.5773,16.52,163,26,20,17.26702517
conopsea,melosa,22.9,134.7385,12.56,171,36,27,9.43
conopsea,melosa,15.7,65.1234,11.13,166,30,23,10.69620905
conopsea,melosa,14.4,128.9022,13.38,172,22,9,4.28
conopsea,melosa,19.3,97.0186,14.31,170,35,30,7.3533333330000001
conopsea,melosa,18.4,113.19,12.3,164,32,15,6.4066666669999996
conopsea,melosa,21.5,208.832,17.28,171,23,8,7.8366666670000003
conopsea,melosa,29.8,79.462,16.95,177,51,48,11.026666669999999
conopsea,melosa,17.9,92.3265,16.06,164,34,12,8.8033333329999994
conopsea,melosa,24.5,130.1524,15.57,168,29,12,17.102597209999999
conopsea,melosa,19.7,92.9385,13.46,175,44,32,10.59
conopsea,melosa,20.7,114.9525,16.67,169,24,19,8.3533333330000001
conopsea,melosa,17.4,86.0262,15.87,171,33,26,10.13666667
conopsea,melosa,18.8,98.6,14.5,173,35,18,10.95640337
conopsea,melosa,20.9,83.3628,13.98,165,34,20,6.5066666670000002
conopsea,melosa,18.9,138.886,18.78,173,24,17,11.72666667
conopsea,melosa,24.9,109.3014,16.05,169,29,19,12.07
conopsea,morbylanga,30.2,85.9124,13.28,172,29,18,9.6573786409999993
conopsea,morbylanga,14.4,113.7682,15,176,26,17,9.6573786409999993
conopsea,morbylanga,22.4,105.2181,17.4,170,40,36,9.6573786409999993
conopsea,morbylanga,20.7,91.136,13.97,172,34,30,11
conopsea,morbylanga,36.8,97.7214,14.31,174,57,56,12.536666670000001
conopsea,morbylanga,38,90.3168,17.44,172,53,46,9.6573786409999993
conopsea,morbylanga,31.7,105.355,17.54,175,31,23,12.41333333
conopsea,morbylanga,34.4,89.5926,16.41,173,33,28,9.39
conopsea,morbylanga,34.3,80.348,16.07,177,35,33,9.66
conopsea,morbylanga,22.4,98.766,15.75,171,35,34,12.866666670000001
conopsea,morbylanga,28.1,104.3815,16.52,172,38,36,12.956666670000001
conopsea,morbylanga,29.8,118.0909,14.6,172,34,32,9.2833333329999999
conopsea,morbylanga,30,68.376,15.2,173,32,27,7.27
conopsea,morbylanga,27.8,117.7792,16.21,175,49,45,12.3
conopsea,morbylanga,31.6,68.153,15.79,176,35,28,8.6433333329999993
conopsea,morbylanga,27,110.8386,16.35,179,48,29,8.8166666669999998
conopsea,morbylanga,33.7,72.2528,15.85,172,31,25,15.036666670000001
conopsea,morbylanga,27,87.945,15.39,171,27,24,8.4066666669999996
conopsea,morbylanga,24.5,101.1834,16.1,180,29,21,12.34
conopsea,morbylanga,19.4,84.8168,16.14,172,19,16,9.7066666670000004
conopsea,morbylanga,25,134.028,12.89,170,14,12,10.793333329999999
conopsea,morbylanga,28.7,81.0705,16.07,169,39,37,11.5
conopsea,morbylanga,20.3,83.9165,18.02,175,41,36,8.6
conopsea,morbylanga,32.8,102.621,17.98,172,34,28,17.096666670000001
conopsea,morbylanga,20.4,79.0903,17.93,169,30,23,6.91
conopsea,morbylanga,28.2,75.3165,17.45,169,61,53,12.08
conopsea,morbylanga,24.8,87.8294,15.74,171,51,35,10.56
conopsea,morbylanga,30.6,102.9164,14.97,177,43,39,17.603333330000002
conopsea,morbylanga,28.1,56.2288,19.02,175,35,31,9.5633333329999992
conopsea,morbylanga,31.8,82.9422,16.5,175,42,38,12.92
conopsea,morbylanga,34.3,116.427,17.09,175,47,44,10.91
conopsea,morbylanga,26.4,72.4087,16.35,171,32,29,4.43
conopsea,morbylanga,29.2,96.1506,17.08,169,30,30,8.9533333329999998
conopsea,morbylanga,22.2,76.44,17.43,175,25,20,8.9966666669999995
conopsea,morbylanga,39.5,137.4984,17.42,176,39,37,16.033333330000001
conopsea,morbylanga,33.6,113.7948,15.08,177,47,36,13.596666669999999
conopsea,morbylanga,27.8,102.9192,16.07,176,36,31,15.8
conopsea,morbylanga,20.3,60.768,15.68,171,23,20,5.8866666670000001
conopsea,morbylanga,21.8,80.2938,15.94,172,18,16,10.85333333
conopsea,morbylanga,28.7,83.0718,16.9,170,48,37,12.11
conopsea,morbylanga,21.9,74.796,15.79,169,34,17,5.2866666670000004
conopsea,morbylanga,29.9,80.808,16.06,171,44,38,7.2
conopsea,morbylanga,29.8,71.4752,16.08,169,50,46,6.63
conopsea,morbylanga,27.4,72.6261,15.3,168,44,42,9.4
conopsea,morbylanga,26.2,83.5125,15.46,171,38,26,5.7833333329999999
conopsea,morbylanga,14.1,104.0688,17.02,174,18,6,4.72
conopsea,morbylanga,33.4,99.4992,17.02,173,53,45,10.39666667
conopsea,morbylanga,15.8,70.1311,16.53,170,30,16,6.2133333329999996
conopsea,morbylanga,21.6,76.896,13.78,178,36,22,8.48
conopsea,morbylanga,36.8,82.6065,16.59,170,48,46,13.03333333
conopsea,morbylanga,35.9,81.3293,15.16,171,70,68,13.373333329999999
conopsea,morbylanga,19.4,99.43,15.53,173,23,17,5.3266666669999996
conopsea,morbylanga,28.9,64.8672,13.15,177,35,29,8.2366666669999997
conopsea,morbylanga,36.5,116.16,15.31,179,34,30,7.52
conopsea,morbylanga,31.8,92.51,18.38,175,34,30,10.20333333
conopsea,morbylanga,34.9,89.6296,16.43,176,25,23,10.17333333
conopsea,morbylanga,36.9,79.8966,18.59,171,38,32,8.67
conopsea,morbylanga,27.3,97.908,18.27,176,20,20,6.68
conopsea,morbylanga,33.7,82.5056,16.64,178,22,20,6.5
conopsea,morbylanga,30.3,104.9271,16.66,170,23,18,13.623333329999999
conopsea,morbylanga,39.8,134.8608,20.9,176,54,44,14.116666670000001
conopsea,morbylanga,41.1,152.475,19.7,176,52,43,16.100000000000001
conopsea,morbylanga,22.4,79.1613,16.42,169,23,12,7.733333333
conopsea,morbylanga,30.8,54.292,14.92,172,38,29,11.44333333
conopsea,morbylanga,21.8,112.0347,17.26,178,37,26,10.54666667
conopsea,morbylanga,28.3,100.2336,15.04,171,50,44,10.77
conopsea,morbylanga,20.3,116.9566,14.61,170,42,34,8.4533333329999998
conopsea,morbylanga,33.7,52.4868,12.1,169,50,43,6.8866666670000001
conopsea,morbylanga,21.3,71.788,14.4,178,25,19,6.556666667
conopsea,morbylanga,24,72.7668,15.8,172,36,29,8.0933333330000004
conopsea,morbylanga,29.5,62.53,14.04,171,31,23,4.9733333330000002
conopsea,morbylanga,27.2,107.2808,15.1,177,29,24,19.466666669999999
conopsea,morbylanga,24.9,101.3985,15.43,173,39,33,11.72
conopsea,morbylanga,30.5,86.9214,13.42,171,33,30,8.4333333330000002
conopsea,morbylanga,26.3,70.9775,16.97,171,33,27,9.11
conopsea,morbylanga,26.7,67.4934,15.9,170,39,38,9.9600000000000009
conopsea,morbylanga,25.9,52.9776,17.15,170,40,37,8.51
conopsea,morbylanga,27.6,69.9054,13.91,172,30,24,12.1
conopsea,morbylanga,25.3,61.3228,11.47,171,36,25,7.6066666669999998
conopsea,morbylanga,35.5,92.7,14.41,174,31,23,12.276666669999999
conopsea,morbylanga,43.5,86.4586,17.8,170,59,56,15.653333330000001
conopsea,morbylanga,39.7,91.4604,15.44,176,38,35,9.2033333329999998
conopsea,morbylanga,29.2,76.9743,15.56,177,47,42,10.426666669999999
conopsea,morbylanga,31,72.791,17.37,172,43,36,11.133333329999999
conopsea,morbylanga,32.9,53.7598,15.95,170,34,31,9.9266666669999992
conopsea,morbylanga,43.4,87.699,16.75,178,49,42,14.56666667
conopsea,morbylanga,31.3,52.248,13.4,169,56,52,3.9266666670000001
conopsea,morbylanga,32.4,71.1744,15.75,171,48,48,12.94333333
conopsea,morbylanga,23.2,71.806,12.35,172,15,11,3.923333333
conopsea,morbylanga,26.4,65.8422,13.22,170,13,5,4.7066666670000004
conopsea,morbylanga,32.5,84.8876,7.25,172,30,25,6.21
conopsea,morbylanga,30.5,55.372,15.09,174,42,38,6.9
conopsea,morbylanga,34.3,89.784,15.59,177,40,35,9.6433333329999993
conopsea,morbylanga,24.6,48.564,13.46,168,31,26,8.7366666669999997
conopsea,morbylanga,25,77.6132,12.94,168,21,17,7.8766666670000003
conopsea,morbylanga,31,79.982,14.42,169,28,21,4.96
conopsea,morbylanga,27.3,81.1104,12.48,175,26,21,8.2233333329999994
conopsea,morbylanga,35.2,79.647,15.96,172,46,42,10.92333333
conopsea,morbylanga,25.7,50.2275,15.66,170,39,36,7.8366666670000003
conopsea,morbylanga,30.9,101.4599,17.29,181,40,23,10.85
conopsea,morbylanga,30,63.5962,11.43,170,50,46,6.36
conopsea,morbylanga,19.4,41.8816,11.05,170,32,14,3.4133333330000002
conopsea,morbylanga,21.5,45.9536,14.52,169,36,28,5.8766666670000003
conopsea,morbylanga,26.9,61.2306,16.23,168,37,35,8.4333333330000002
conopsea,morbylanga,19,72.3144,8.32,179,32,20,4.68
conopsea,morbylanga,31.5,59.1306,14.07,171,59,55,11.606666669999999
conopsea,morbylanga,28,58.072,14.24,172,40,30,5.64
densiflora,osterskog,46.9,125.476,13.88,191,61,53,10.36333333
densiflora,osterskog,33.3,83.4174,12.29,186,36,35,6.5666666669999998
densiflora,osterskog,43.8,124.0575,19.13,188,70,33,10.41666667
densiflora,osterskog,30.1,153.3528,16.17,194,28,26,6.7033333329999998
densiflora,osterskog,34.2,157.2763,14.83,193,44,29,5.4366666669999999
densiflora,osterskog,23.7,99.2922,15.24,192,30,23,5.6866666669999999
densiflora,osterskog,24.5,94.4704,14.7,192,34,23,4.3033333330000003
densiflora,osterskog,26.2,97.6569,14.69,193,44,39,6.55
densiflora,osterskog,36,129.645,15.13,193,36,33,8.26
densiflora,osterskog,35.5,120.4552,16.25,188,39,38,9.36
densiflora,osterskog,47.8,148.7955,15.94,184,50,48,15.81
densiflora,osterskog,35,87.9935,11.71,195,16,0,NA
densiflora,osterskog,46.6,101.6566,16.08,183,52,44,10.34333333
densiflora,osterskog,24.2,125.244,14.42,194,20,15,7.76
densiflora,osterskog,51.2,99.2488,13.37,183,76,71,15.323333330000001
densiflora,osterskog,43,95.8188,14.4,184,72,61,11.31
densiflora,osterskog,29.6,94.8062,15.18,190,32,22,8.1666666669999994
densiflora,osterskog,29.8,138.7314,15.67,185,48,40,7.8633333329999999
densiflora,osterskog,33.7,136.4712,12.52,187,49,42,10.19
densiflora,osterskog,37,156.387,15.66,192,37,32,13.5
densiflora,osterskog,22.2,101.676,13.34,192,23,19,2.9533333329999998
densiflora,osterskog,67.2,151.2366,15.57,189,74,71,19.076666670000002
densiflora,osterskog,60,169.587,13.33,188,58,55,23.49
densiflora,osterskog,54.5,160.9839,12.58,190,78,74,25.77333333
densiflora,osterskog,37.2,129.03,14.99,185,86,73,12.08666667
densiflora,osterskog,48.7,107.2212,15.14,187,53,53,13.50666667
densiflora,osterskog,55,150.0956,15.48,189,30,30,20.83666667
densiflora,osterskog,38.4,129.5019,15.8,193,26,18,11.29666667
densiflora,osterskog,33.5,140.49,14.48,190,34,26,9.76
densiflora,osterskog,44.6,116.7936,15.75,191,28,28,12.05666667
densiflora,osterskog,31.1,124.5222,15.88,191,38,34,8.1666666669999994
densiflora,osterskog,40.4,100.9008,14.09,190,49,43,9.5
densiflora,osterskog,51.5,148.2886,14.61,185,61,54,13.84333333
densiflora,osterskog,42,121.797,16.51,186,58,52,12.56
densiflora,osterskog,37.5,130.2444,12.57,187,72,64,11.016666669999999
densiflora,osterskog,33.9,122.9426,15.01,190,32,30,9.0066666669999993
densiflora,osterskog,43.2,105.8135,14.76,183,65,60,9.4633333329999996
densiflora,osterskog,46,139.9998,16.94,186,43,40,10.28333333
densiflora,osterskog,41.1,133.5552,14.3,189,31,29,8.6199999999999992
densiflora,osterskog,37.7,96.928,14.16,191,41,34,7.82
densiflora,osterskog,35.2,91.7344,15.26,191,50,44,7.0833333329999997
densiflora,osterskog,23,92.4453,15.06,193,28,24,4.7166666670000001
densiflora,osterskog,51.2,144.738,16.74,188,65,64,12.91333333
densiflora,osterskog,34,92.2056,14.31,190,49,40,7.0066666670000002
densiflora,osterskog,31.5,105.0088,14.22,189,34,28,6.7766666669999998
densiflora,osterskog,31.2,110.7778,13.91,192,38,37,9.1433333329999993
densiflora,osterskog,30.7,119.124,13.84,193,32,30,8.5666666669999998
densiflora,osterskog,45.5,106.2009,16.4,188,52,50,11.846666669999999
densiflora,osterskog,19.6,70.4512,13.97,192,17,11,2.9766666669999999
densiflora,osterskog,36.8,85.6704,16.27,188,41,38,8.9
densiflora,osterskog,26.8,99.9462,15.39,191,25,16,8.1666666669999994
densiflora,osterskog,46.1,109.6068,12.37,188,50,47,8.42
densiflora,osterskog,46.3,104.0468,15.37,191,61,43,7.5066666670000002
densiflora,osterskog,40.2,98.1148,13.62,186,43,41,8.5133333330000003
densiflora,osterskog,48.1,107.6922,11.21,190,71,58,9.6133333329999999
densiflora,osterskog,31.4,117.7285,14.97,192,45,39,6.2166666670000001
densiflora,osterskog,28.3,86.5622,14.26,186,44,40,5.0533333330000003
densiflora,osterskog,43.2,119.6088,13.38,193,35,30,8.5366666670000004
densiflora,osterskog,42.1,117.9488,12.23,185,44,44,9.5866666669999994
densiflora,osterskog,26.9,122.9624,14.79,195,12,11,5.9766666669999999
densiflora,osterskog,39.2,129.5366,13.53,194,36,31,10.220000000000001
densiflora,osterskog,26.4,101.955,13.82,192,24,0,NA
densiflora,osterskog,33.2,97.9608,15.01,185,33,28,8.7666666670000009
densiflora,osterskog,44.6,119.1204,15.19,190,45,40,10.94333333
densiflora,osterskog,37.6,109.296,12.31,195,54,30,7.6
densiflora,osterskog,48.2,125.294,15.39,188,48,41,10.633333329999999
densiflora,osterskog,38.7,109.6125,13.61,189,47,40,7.53
densiflora,osterskog,45,173.2355,14.83,191,58,52,8.8666666670000005
densiflora,osterskog,35.5,93.2148,12.91,191,42,31,5.6266666670000003
densiflora,osterskog,39.9,107.844,15.37,187,52,43,7.5766666669999996
densiflora,osterskog,31.8,120.9474,13.97,188,46,43,6.2466666670000004
densiflora,osterskog,33.6,109.928,15.03,192,39,36,10.82
densiflora,osterskog,32.7,101.9904,15.44,189,39,34,9.9466666670000006
densiflora,osterskog,38.7,111.0984,14.29,190,32,28,8.2200000000000006
densiflora,osterskog,38.4,109.7028,15.41,184,48,43,9.08
densiflora,osterskog,41.7,95.0058,15.81,189,38,32,5.5533333330000003
densiflora,osterskog,32.3,75.65,13.36,188,62,50,5.3733333329999997
densiflora,osterskog,34.1,106.8496,13.47,189,39,33,11.126666670000001
densiflora,osterskog,33.6,124.2351,12.58,193,31,29,8.26
densiflora,osterskog,33.2,101.3541,15.72,186,33,29,10.82666667
densiflora,osterskog,41.4,95.2875,17.66,186,43,35,11.1
densiflora,osterskog,40.5,113.5192,16.76,187,44,42,9.2799999999999994
densiflora,osterskog,25.9,82.4371,13.42,185,29,26,5.9733333330000002
densiflora,osterskog,33.5,106.929,15.1,190,37,25,7.7233333330000002
densiflora,osterskog,28.2,98.3136,15,189,44,38,6.806666667
densiflora,osterskog,40.9,114.1632,17.32,186,51,48,10.41666667
densiflora,osterskog,29,105.3504,15.81,194,31,26,5.5533333330000003
densiflora,osterskog,21.2,64.5918,15.45,196,9,7,3.68
densiflora,osterskog,35.6,98.847,12.96,188,41,41,8.7866666670000004
densiflora,osterskog,32.4,98.9391,16.12,187,27,23,10.426666669999999
densiflora,osterskog,35.2,109.0508,13.39,190,26,25,9.8833333329999995
densiflora,osterskog,34.3,114.036,13.88,193,28,22,9.3966666669999999
densiflora,osterskog,24.4,90.5676,12.62,192,19,16,7.38
densiflora,osterskog,29.2,67.86,14.29,191,28,19,4.58
densiflora,osterskog,25.7,102.41,13.17,192,42,38,7.806666667
densiflora,osterskog,34,74.934,11.87,191,33,32,5.2
densiflora,osterskog,37,106.6128,14.16,187,40,35,7.5733333329999999
densiflora,osterskog,35.1,75.9696,15.53,184,40,40,8.8666666670000005
densiflora,osterskog,31.4,90.6184,14.86,189,31,23,6.733333333
densiflora,osterskog,26.9,119.8975,13.17,186,30,20,10.053333329999999
densiflora,osterskog,48.1,102.3473,14.32,186,52,50,9.5833333330000006
densiflora,osterskog,37.7,111.4358,15.26,185,38,30,8.9666666670000001
densiflora,osterskog,55.5,126.324,12.33,187,72,70,13.25
densiflora,osterskog,48.4,119.6768,15.26,187,40,40,12.07
densiflora,osterskog,35.7,69.4072,15.25,188,49,47,6.6466666669999999
densiflora,osterskog,35.7,112.7403,14.83,188,41,38,7.96
densiflora,osterskog,41.1,101.4904,15.57,189,38,34,7.25
densiflora,osterskog,32.4,121.8204,16.29,185,39,39,9.2666666670000009
